"payment_month","user_id","language","age","game_name","total_revenue","new_mrr","back_from_churn_revenue","churned_revenue","expansion_revenue","contraction_revenue","churn_month"
2022-06-01,dp8g3Zsy2hCfov8GumRuWg==,ru,19,game 3,13.89,13.89,,13.89,,,2022-06-01
2022-06-01,dpfu6t8G4blqMn55KM8bSg==,uk,16,game 3,17.64,,,,,-15.51,
2022-06-01,DqezK7HAqZ+GovyRuzxD1A==,uk,23,game 3,86.49,,,,14.34,,
2022-06-01,e/6IajqZ922YY1rh2ErMJQ==,en,25,game 3,33.51,33.51,,,,,
2022-06-01,eCd4MBHIR4qUWapg05TFLQ==,ru,18,game 3,25.65,,,,11.10,,
2022-06-01,eoqO46DzxSrKA2rredUNyQ==,uk,24,game 3,13.5,13.5,,,,,
2022-06-01,er3/fOrRpmyqiRaC0CaFcg==,uk,21,game 3,103.71,,,,56.49,,
2022-06-01,F9Jtg6+0qPUKWDgBJxG8cA==,ru,18,game 3,89.07,,89.07,,,,
2022-06-01,fDgyPW0yy0+9ietMvl0vmA==,ru,18,game 3,19.98,19.98,,,,,
2022-06-01,GEAVJz1gd3SThbDZR01fcA==,uk,14,game 3,36.06,,,,,-12.24,
2022-06-01,geIiJ1L04w2qAE0qzQUb2g==,uk,23,game 3,51.24,51.24,,,,,
2022-06-01,Ghk2iJmzSUW4qLsmJgwOcw==,uk,16,game 3,82.80,,,,15.51,,
2022-06-01,gPRMy8HkmaiyX+13OxuP/A==,ru,21,game 3,41.52,,,,19.35,,
2022-06-01,Grpkzd4XIHh+ZbTMNxnUGg==,ru,30,game 3,14.49,,,14.49,,-27.39,2022-06-01
2022-06-01,GUNmu9bjwltT1/vYgzDEDQ==,uk,16,game 3,13.56,13.56,,13.56,,,2022-06-01
2022-06-01,H2Tik+BqoLgAQX4uSw/8vA==,uk,30,game 3,51.21,,,,39.12,,
2022-06-01,Hamw6F2EZmJfI2glmE2NEg==,ru,24,game 3,32.07,,,,16.47,,
2022-06-01,HjI8n/FVfaGZ4bIEwrZPGw==,ru,29,game 3,31.80,31.80,,31.80,,,2022-06-01
2022-06-01,HxWcXHURvvtOJkrXAcDxQg==,uk,15,game 3,66.96,,,,,-55.98,
2022-06-01,IdKyooyTjAbvCA7p+ujKCw==,uk,19,game 3,103.14,,,,,-50.40,
2022-06-01,iFFApiXZ2wPdS666BLpKZw==,uk,18,game 3,34.89,,34.89,,,,
2022-06-01,ildaqkizLaFesmkjCvlzmQ==,uk,24,game 3,54.54,54.54,,,,,
2022-06-01,J6WNl39fdxaY8ZtvV8wNkw==,uk,18,game 3,41.85,,,41.85,16.86,,2022-06-01
2022-06-01,JBV4ilPNTtWevrqq146kyg==,uk,43,game 3,16.38,16.38,,,,,
2022-06-01,Jp0hnV9XOJGVV5jpFhlqgQ==,uk,25,game 3,63.39,,,63.39,45.33,,2022-06-01
2022-06-01,jVhb69DTRT5TSWYEiUrlbg==,uk,20,game 3,66.45,,,,12.18,,
2022-06-01,K/6KHxREKTlFZXRfBNVNuQ==,ru,19,game 3,14.64,,,,1.38,,
2022-06-01,Lug+Yg90jslWgHEN6dc+Ng==,uk,21,game 3,18.66,,18.66,,,,
2022-06-01,LWAxWBdiFs/25YxI4ZGthA==,ru,17,game 3,18.54,,,18.54,,-67.92,2022-06-01
2022-06-01,MRcEXu/KG95hsIyJM/816A==,uk,32,game 3,23.4,,,,,-14.58,
2022-06-01,nPrRQwP3UZo2KBlM2mJ8fg==,uk,24,game 3,65.25,,,,,-4.83,
2022-06-01,o55dseByUOl9s5IQCz1kuQ==,uk,22,game 3,13.26,,,,,-3.18,
2022-06-01,ojVPXYZw2oeGtcmG7LcLGA==,en,20,game 3,98.37,,,,22.47,,
2022-06-01,orbgZNBGuhZZx63HTAbyIw==,uk,25,game 3,117.48,,,,,-38.49,
2022-06-01,Ox0UcaMHdCuTLe5/JQrJMQ==,ru,18,game 3,17.76,17.76,,,,,
2022-06-01,pLOCMIX+imLIzoDehgdOPA==,uk,22,game 3,55.53,,,,,-12.63,
2022-06-01,pz7LUOs9i7xgncmHVxQvOw==,ru,24,game 3,89.61,,,,50.01,,
2022-06-01,qEF/fPDQLJPXIx6RiSIP1A==,uk,20,game 3,32.04,,,,10.20,,
2022-06-01,qmZRB16NnnCdNHWUcSyVDQ==,ru,37,game 3,52.83,52.83,,,,,
2022-06-01,QoHEss2e+b385deeX2p39Q==,ru,22,game 3,41.04,41.04,,,,,
2022-06-01,qqYyR2vRI+7pgiuyTnVM+A==,ru,19,game 3,36.84,,,,,-3.33,
2022-06-01,q/Tz1C31XWaBUDrRn2ezDw==,uk,21,game 3,72.48,,,,54.84,,
2022-06-01,QZBiEFECZAgVl5IkN9/cFw==,en,16,game 3,41.88,,,,,-49.29,
2022-06-01,r9AjQVS2nstu5lpVmDlihA==,ru,22,game 3,53.28,53.28,,,,,
2022-06-01,RQBsCvxlogTNUidSygqgcQ==,uk,28,game 3,17.07,,,,4.89,,
2022-06-01,RsmjZqhi61Kd7U5ihaXhDw==,uk,30,game 3,68.58,68.58,,68.58,,,2022-06-01
2022-06-01,rw8yxS9+t5PvgINa7EhMvQ==,uk,18,game 3,49.92,49.92,,,,,
2022-06-01,RwtKwrRSrVpyAMRaDyhr8g==,uk,44,game 3,63.78,,,63.78,39.72,,2022-06-01
2022-06-01,S+4OKFlwA3L8VcjOt8TurA==,uk,29,game 3,29.16,,,,13.92,,
2022-06-01,sCKPcG1GIuOo593nRuu1Cw==,uk,25,game 3,61.11,61.11,,61.11,,,2022-06-01
2022-06-01,ShEJVi+TtuQlvdw2uetd/Q==,uk,22,game 3,32.13,,,32.13,4.26,,2022-06-01
2022-06-01,SyWxmJ+Ha8K2C9UJt8blVA==,ru,25,game 3,63.45,,63.45,63.45,,,2022-06-01
2022-06-01,to3TWHIKMGoINAlfTdWn+w==,uk,28,game 3,35.34,35.34,,,,,
2022-06-01,T+RA0/fgzbUBLF89D4AEDA==,ru,23,game 3,31.44,,31.44,,,,
2022-06-01,TWDA+aUZ8OPMHOtz5cPPXA==,ru,20,game 3,14.07,,,14.07,,-13.35,2022-06-01
2022-06-01,Uen3Ap0lnrgWVWJtFCSo7g==,ru,17,game 3,55.23,,,,7.35,,
2022-06-01,urYfKANRgMuaQO9lQnBgnQ==,uk,31,game 3,13.26,,,,0.60,,
2022-06-01,V7J42heW8l19wiBJ8UpRyw==,ru,25,game 3,31.95,,,,,-10.77,
2022-06-01,v9uJC6CIm0KR00+LpWQUBg==,uk,18,game 3,30.87,30.87,,,,,
2022-06-01,Veep00i4vvZbTAVD6GMoiA==,uk,38,game 3,36.78,,36.78,,,,
2022-06-01,W6fRYNhsTNHQkvkoFEUaVQ==,uk,16,game 3,55.02,,,,,-40.89,
2022-06-01,WDsSR+yQGqoMMBfCxqkZlw==,uk,24,game 3,91.05,,,,42.00,,
2022-06-01,wDXJbTe2RLmAMKsPm5zZDg==,ru,17,game 3,204.48,,,,130.47,,
2022-06-01,Wi8qtp9drPDZD0laCPi2Ng==,uk,26,game 3,14.04,,,14.04,1.05,,2022-06-01
2022-06-01,wjWDL/+l9D+LVt/9gNMH5Q==,ru,20,game 3,13.08,,,,0.96,,
2022-06-01,WSQTlRZJRg4Rb+rqe56nJg==,uk,26,game 3,14.7,14.7,,,,,
2022-06-01,xiXTXOEbWU+HnGOUmgc9/w==,uk,20,game 3,15.06,,,,,-58.23,
2022-06-01,xnLJlU804PSS9tXKmm7gZQ==,ru,21,game 3,35.88,,,,,-60.18,
2022-06-01,xt/PY4N2zkZQgtlZ9Cg82w==,ru,24,game 3,67.71,67.71,,,,,
2022-06-01,Y/nf8iBu/UCaNAuIRRjVwA==,uk,15,game 3,41.13,,,,25.80,,
2022-06-01,Z7/6qvk8WKH3uR6IMYlCxw==,uk,30,game 3,14.43,,,,2.34,,
2022-06-01,ZgTMXDOYCQOiAw4VI8H7AA==,uk,25,game 3,14.55,14.55,,,,,
2022-06-01,ZmjMhgyYl6o8iFq964FEWg==,ru,17,game 3,68.58,,,,41.58,,
2022-06-01,zSepnWFgLH0tQb1s4mxKZQ==,uk,24,game 3,25.56,,,,9.51,,
2022-06-01,ZU1vF9G4TjB+iEZ001MU3g==,ru,29,game 3,17.22,17.22,,,,,
2022-06-01,ZxxZ87IcpgSh4lQ/VSIjnA==,uk,22,game 3,71.97,,,,33.21,,
2022-07-01,"06RPvlsFPCmM9ag+iSM/Ag==",ru,34,game 3,25.23,,,,,-3.84,
2022-07-01,"0A5RkQrm+GBgG7KSFk/xhw==",uk,31,game 3,52.77,,,,4.56,,
2022-07-01,"14RMzQMoG017OLkaDBFjng==",uk,36,game 3,14.43,14.43,,14.43,,,2022-07-01
2022-07-01,"1jx1AjqUwE9sbCyafQnUNQ==",ru,25,game 3,16.29,,,,,-39.84,
2022-07-01,"2FYEYdoJMUOtbJ6TruruWA==",ru,20,game 3,24.84,,,,2.37,,
2022-07-01,"2Tm77AxZ7h7oCNKgCgMpnQ==",uk,23,game 3,38.10,,,38.10,12.75,,2022-07-01
2022-07-01,"3iITAz/ADjFv3PDTgTjxSg==",ru,16,game 3,50.58,,,,16.23,,
2022-07-01,"3rCdNEPkh3vwmYB0BVadEw==",ru,27,game 3,21.87,,21.87,,,,
2022-07-01,"3Whh6FLR1MSfsuHKVdCEYQ==",uk,21,game 3,15.78,,,,,-4.35,
2022-07-01,"3Xuq0acIoGEgw19qflIoog==",uk,25,game 3,41.73,,,,29.04,,
2022-07-01,"4b7l8C489HEJirtoe7xtFg==",uk,20,game 3,89.28,,,,66.45,,
2022-07-01,"4btLP2zvi8eBV0t08fdkKQ==",ru,20,game 3,40.71,,,,12.84,,
2022-07-01,"4oH5e29koOH9zNYW8Kwcsg==",uk,28,game 3,18.06,,18.06,,,,
2022-07-01,"4pssft0TgDfiQexjbe25lw==",ru,26,game 3,14.43,,,,,-0.33,
2022-07-01,"5a/eDajN+4bJdigfI5TWoQ==",ru,17,game 3,12.87,12.87,,12.87,,,2022-07-01
2022-07-01,"6We7zBO7mVbNxGEl/xPKVg==",uk,19,game 3,118.83,,,,89.88,,
2022-07-01,"72brUr/DKItStlTen5pHYg==",uk,24,game 3,37.11,,,,,-49.80,
2022-07-01,"75lEf3nSWLSf6GncqhR9gQ==",ru,22,game 3,49.23,,,49.23,,-37.62,2022-07-01
2022-07-01,"787jk0VnxM8/sv/0TkvO6A==",uk,20,game 3,21.48,,,,,-76.47,
2022-07-01,"7BqUeLmbiug63XrWs2+ZQQ==",ru,15,game 3,61.41,61.41,,,,,
2022-07-01,"7ew71UmoMb73L41PM/YL/w==",uk,17,game 3,40.23,,,,6.12,,
2022-07-01,"7GE5h/3N3lcro3K9T3aujw==",ru,32,game 3,89.04,,,,,-55.71,
2022-07-01,"7SeM1pmnTTTXfhI+x3ldng==",ru,22,game 3,82.32,,82.32,,,,
2022-07-01,"7vnYIRqjBNlAyBbtPg02tQ==",uk,21,game 3,31.59,31.59,,,,,
2022-07-01,"7zai/c69uF/NhB95HgKuYw==",uk,16,game 3,62.25,62.25,,,,,
2022-07-01,"8ncYOMYXeKDelzX40EnuLA==",uk,19,game 3,86.94,86.94,,,,,
2022-07-01,"9IWUQ1iWPfYSSN2tWuVqMQ==",ru,24,game 3,120.75,,,,32.67,,
2022-07-01,A1qVjssGQ+ZUWZu3Z5DzTA==,uk,24,game 3,64.44,,,,,-42.96,
2022-07-01,An7gG7hfETivAjfokQv3Ww==,uk,23,game 3,45.03,45.03,,,,,
2022-07-01,AN9at3LlvDamqXq8dvHD4w==,ru,24,game 3,13.71,,,,,-5.28,
2022-07-01,B4b6v6eUHvAVOeAQk6EEiw==,ru,23,game 3,20.79,,,,,-75.54,
2022-07-01,b6lW5fOrJiJUE7dwhEp9VQ==,ru,17,game 3,15.21,,,,,-25.86,
2022-07-01,B7ziVc7jLVg/+snNIp3hLQ==,uk,19,game 3,13.71,13.71,,13.71,,,2022-07-01
2022-07-01,Bcs3CbYx2EpbL9otxlEUmg==,uk,18,game 3,106.59,,,,75.21,,
2022-07-01,BH4aptg763J0WNnw0OS9hw==,ru,18,game 3,15.21,15.21,,15.21,,,2022-07-01
2022-07-01,BTD3ZjLKfkT6ZRBT9zRwtg==,uk,14,game 3,12.9,,,,,-33.30,
2022-07-01,C6w5XTf8lIfc+VFmC7/bVw==,uk,40,game 3,14.25,14.25,,14.25,,,2022-07-01
2022-07-01,cOCixiBbcAHemYgbNdoTcw==,uk,20,game 3,68.04,68.04,,68.04,,,2022-07-01
2022-07-01,crKNTIblJ0113SKEtSJQHw==,uk,16,game 3,107.25,,,,77.28,,
2022-07-01,DAMO0tILVRlXZhYONdvs0Q==,uk,15,game 3,53.31,,,,,-0.24,
2022-07-01,Dbff3x5cRk6/tUY3WQdzFQ==,uk,21,game 3,100.83,,,,68.46,,
2022-07-01,dpfu6t8G4blqMn55KM8bSg==,uk,16,game 3,12.03,,,,,-5.61,
2022-07-01,dQAFHVkiiCKfawYALbHZeA==,uk,26,game 3,16.38,16.38,,,,,
2022-07-01,DqezK7HAqZ+GovyRuzxD1A==,uk,23,game 3,120.51,,,120.51,34.02,,2022-07-01
2022-07-01,dUXVADLWvf2uvh+Q6TNrMw==,ru,19,game 3,12.15,12.15,,12.15,,,2022-07-01
2022-07-01,e/6IajqZ922YY1rh2ErMJQ==,en,25,game 3,148.98,,,,115.47,,
2022-07-01,eCd4MBHIR4qUWapg05TFLQ==,ru,18,game 3,31.86,,,,6.21,,
2022-07-01,eLWkkjmSeHVGjb9tp+CJpQ==,uk,19,game 3,22.5,22.5,,,,,
2022-07-01,eoqO46DzxSrKA2rredUNyQ==,uk,24,game 3,60.72,,,,47.22,,
2022-07-01,er3/fOrRpmyqiRaC0CaFcg==,uk,21,game 3,39.87,,,,,-63.84,
2022-07-01,F03P4YcFbbtcWUlujjIQmQ==,ru,20,game 3,33.24,33.24,,,,,
2022-07-01,F9Jtg6+0qPUKWDgBJxG8cA==,ru,18,game 3,31.59,,,,,-57.48,
2022-07-01,fDgyPW0yy0+9ietMvl0vmA==,ru,18,game 3,32.94,,,,12.96,,
2022-07-01,Fqu+/F0rn1G4YP3f3yHA1Q==,uk,21,game 3,36.66,,36.66,36.66,,,2022-07-01
2022-07-01,fuL+cD0zV6Gn4ypTYmXUgw==,uk,16,game 3,57.39,57.39,,,,,
2022-07-01,fvYhEtD56gROaXqCi9/z/Q==,uk,19,game 3,72.57,72.57,,,,,
2022-07-01,G9053rs6jbKItKUhrUdLew==,uk,27,game 3,47.01,47.01,,,,,
2022-07-01,GEAVJz1gd3SThbDZR01fcA==,uk,14,game 3,75.36,,,75.36,39.30,,2022-07-01
2022-07-01,geIiJ1L04w2qAE0qzQUb2g==,uk,23,game 3,107.07,,,,55.83,,
2022-07-01,Ghk2iJmzSUW4qLsmJgwOcw==,uk,16,game 3,45.96,,,,,-36.84,
2022-07-01,GOl6BQXsy0zvbvIWIoKEQw==,ru,18,game 3,114.75,,114.75,,,,
2022-07-01,gPRMy8HkmaiyX+13OxuP/A==,ru,21,game 3,85.17,,,,43.65,,
2022-07-01,gT0iqDKuIXNm4ceMd9eZ1A==,uk,20,game 3,92.19,92.19,,,,,
2022-07-01,H2Tik+BqoLgAQX4uSw/8vA==,uk,30,game 3,18.12,,,18.12,,-33.09,2022-07-01
2022-07-01,Hamw6F2EZmJfI2glmE2NEg==,ru,24,game 3,55.89,,,,23.82,,
2022-07-01,hi1ErLiMLDP0HWvMqLKv6g==,ru,18,game 3,117.78,117.78,,,,,
2022-07-01,HJccOn6v5KHqBa8wRu42oQ==,uk,20,game 3,25.2,,25.2,25.2,,,2022-07-01
2022-07-01,hvvcK5gx+FdZE6DZA3df+Q==,uk,29,game 3,13.92,13.92,,13.92,,,2022-07-01
2022-07-01,HWpnvfSvYzUsQCcCKhetIg==,uk,19,game 3,28.23,28.23,,,,,
2022-07-01,HxWcXHURvvtOJkrXAcDxQg==,uk,15,game 3,41.67,,,,,-25.29,
2022-07-01,IdKyooyTjAbvCA7p+ujKCw==,uk,19,game 3,84.45,,,,,-18.69,
2022-07-01,iFFApiXZ2wPdS666BLpKZw==,uk,18,game 3,48.78,,,,13.89,,
2022-07-01,iFnn4bfYgNs8OS5MCcLjeA==,uk,28,game 3,21.39,,21.39,21.39,,,2022-07-01
2022-07-01,iIytnKqiHLJVVoC/S4HgPQ==,ru,24,game 3,12.51,12.51,,12.51,,,2022-07-01
2022-07-01,ildaqkizLaFesmkjCvlzmQ==,uk,24,game 3,17.07,,,,,-37.47,
2022-07-01,JBV4ilPNTtWevrqq146kyg==,uk,43,game 3,34.59,,,34.59,18.21,,2022-07-01
2022-07-01,juwM8fLyplCQTgKTP8dJgQ==,ru,34,game 3,15.45,15.45,,,,,
2022-07-01,jVhb69DTRT5TSWYEiUrlbg==,uk,20,game 3,36.21,,,,,-30.24,
2022-07-01,K/6KHxREKTlFZXRfBNVNuQ==,ru,19,game 3,38.07,,,38.07,23.43,,2022-07-01
2022-07-01,L8+KU8u6xftnkFVO501X7w==,uk,30,game 3,14.04,14.04,,,,,
2022-07-01,lCD23Awt3KotauWenCRr5w==,uk,20,game 3,22.98,,22.98,22.98,,,2022-07-01
2022-07-01,Lug+Yg90jslWgHEN6dc+Ng==,uk,21,game 3,93.36,,,,74.70,,
2022-07-01,lx3SsUV7NOrv93tCexVp5A==,uk,16,game 3,36.21,36.21,,,,,
2022-07-01,m7Hk77dySHBbxrKgro1Hjg==,uk,30,game 3,22.77,22.77,,,,,
2022-07-01,MRcEXu/KG95hsIyJM/816A==,uk,32,game 3,14.73,,,,,-8.67,
2022-07-01,ngOdQ8biXsraLxTHS862fw==,ru,25,game 3,13.92,13.92,,13.92,,,2022-07-01
2022-07-01,ni2+3lFt9yVqbt5Vtc8BMQ==,uk,18,game 3,17.76,17.76,,17.76,,,2022-07-01
2022-07-01,NntDesROB4ANrudTCXEScA==,ru,37,game 3,39.12,39.12,,39.12,,,2022-07-01
2022-07-01,nPrRQwP3UZo2KBlM2mJ8fg==,uk,24,game 3,83.70,,,,18.45,,
2022-07-01,o55dseByUOl9s5IQCz1kuQ==,uk,22,game 3,15.03,,,,1.77,,
2022-07-01,ojVPXYZw2oeGtcmG7LcLGA==,en,20,game 3,56.04,,,,,-42.33,
2022-07-01,oQQmPjqm7DR+exPmp6xDhg==,uk,30,game 3,12.42,12.42,,,,,
2022-07-01,orbgZNBGuhZZx63HTAbyIw==,uk,25,game 3,69.15,,,,,-48.33,
2022-07-01,OtAfKAtIU2D/ISKleQ64ug==,uk,38,game 3,14.55,14.55,,14.55,,,2022-07-01
2022-07-01,Ox0UcaMHdCuTLe5/JQrJMQ==,ru,18,game 3,28.35,,,,10.59,,
2022-07-01,p0Ysy5XSVvKlZbKqzjyJgQ==,uk,25,game 3,22.02,22.02,,,,,
2022-07-01,pLOCMIX+imLIzoDehgdOPA==,uk,22,game 3,151.44,,,,95.91,,
2022-07-01,prNQwR2IPPsvGpFgOpcGaQ==,uk,14,game 3,54.30,,54.30,54.30,,,2022-07-01
2022-07-01,psERjQAamFwr88Zadc4wcQ==,ru,22,game 3,13.08,13.08,,13.08,,,2022-07-01
2022-07-01,pz7LUOs9i7xgncmHVxQvOw==,ru,24,game 3,52.77,,,,,-36.84,
2022-07-01,qEF/fPDQLJPXIx6RiSIP1A==,uk,20,game 3,78.78,,,,46.74,,
2022-07-01,qmZRB16NnnCdNHWUcSyVDQ==,ru,37,game 3,86.91,,,,34.08,,
2022-07-01,QoHEss2e+b385deeX2p39Q==,ru,22,game 3,99.48,,,,58.44,,
2022-07-01,qqYyR2vRI+7pgiuyTnVM+A==,ru,19,game 3,27.03,,,,,-9.81,
2022-07-01,q/Tz1C31XWaBUDrRn2ezDw==,uk,21,game 3,46.89,,,46.89,,-25.59,2022-07-01
2022-07-01,QZBiEFECZAgVl5IkN9/cFw==,en,16,game 3,166.38,,,,124.50,,
2022-07-01,r9AjQVS2nstu5lpVmDlihA==,ru,22,game 3,24.84,,,,,-28.44,
2022-07-01,RQBsCvxlogTNUidSygqgcQ==,uk,28,game 3,29.34,,,,12.27,,
2022-07-01,rw8yxS9+t5PvgINa7EhMvQ==,uk,18,game 3,72.45,,,,22.53,,
2022-07-01,s27V1tbCAysovKSY1XcdWQ==,uk,34,game 3,13.56,,13.56,13.56,,,2022-07-01
2022-07-01,S+4OKFlwA3L8VcjOt8TurA==,uk,29,game 3,19.98,,,19.98,,-9.18,2022-07-01
2022-07-01,Sx/MqN31Cxf6tOSLIiDtLg==,uk,19,game 2,26.79,26.79,,26.79,,,2022-07-01
2022-07-01,to3TWHIKMGoINAlfTdWn+w==,uk,28,game 3,15.87,,,,,-19.47,
2022-07-01,T+RA0/fgzbUBLF89D4AEDA==,ru,23,game 3,65.79,,,65.79,34.35,,2022-07-01
2022-07-01,Uen3Ap0lnrgWVWJtFCSo7g==,ru,17,game 3,41.01,,,41.01,,-14.22,2022-07-01
2022-07-01,urYfKANRgMuaQO9lQnBgnQ==,uk,31,game 3,22.35,,,22.35,9.09,,2022-07-01
2022-07-01,V7J42heW8l19wiBJ8UpRyw==,ru,25,game 3,67.56,,,,35.61,,
2022-07-01,v9uJC6CIm0KR00+LpWQUBg==,uk,18,game 3,94.50,,,94.50,63.63,,2022-07-01
2022-07-01,Veep00i4vvZbTAVD6GMoiA==,uk,38,game 3,31.26,,,,,-5.52,
2022-07-01,Vn7Z6/B2x4f/w8R6xVfw5w==,uk,18,game 3,21.81,21.81,,,,,
2022-07-01,VzxrkGURuahRUx/43mjAFQ==,uk,37,game 3,17.16,17.16,,,,,
2022-07-01,W6fRYNhsTNHQkvkoFEUaVQ==,uk,16,game 3,96.51,,,96.51,41.49,,2022-07-01
2022-07-01,WDsSR+yQGqoMMBfCxqkZlw==,uk,24,game 3,109.26,,,109.26,18.21,,2022-07-01
2022-07-01,wDXJbTe2RLmAMKsPm5zZDg==,ru,17,game 3,76.92,,,,,-127.56,
2022-07-01,wjWDL/+l9D+LVt/9gNMH5Q==,ru,20,game 3,35.22,,,35.22,22.14,,2022-07-01
2022-07-01,WMcncRFNp4e91e/Y3CwEvQ==,uk,23,game 3,14.04,14.04,,,,,
2022-07-01,wRHnn4opzbqIBjFFNpBJtw==,uk,29,game 3,12.99,12.99,,12.99,,,2022-07-01
2022-07-01,WSQTlRZJRg4Rb+rqe56nJg==,uk,26,game 3,33.75,,,,19.05,,
2022-07-01,xiXTXOEbWU+HnGOUmgc9/w==,uk,20,game 3,45.75,,,,30.69,,
2022-07-01,xnLJlU804PSS9tXKmm7gZQ==,ru,21,game 3,56.34,,,,20.46,,
2022-07-01,+XPKfmhBmI2NdGQ96Iaysg==,uk,38,game 3,31.14,31.14,,,,,
2022-07-01,xSi5UajdkNHXppWOTm6g8w==,uk,20,game 3,39.21,39.21,,,,,
2022-07-01,xt/PY4N2zkZQgtlZ9Cg82w==,ru,24,game 3,107.31,,,,39.60,,
2022-07-01,xU11jJIA4UIYu7pmqJ4kvg==,uk,25,game 3,27.06,27.06,,27.06,,,2022-07-01
2022-07-01,xVwGwMaEG1yZydv5VIfEQA==,uk,22,game 3,15.87,,15.87,,,,
2022-07-01,Yh9mYycPmc8CH9Rbjhu3ZQ==,uk,28,game 3,14.64,14.64,,,,,
2022-07-01,Y/nf8iBu/UCaNAuIRRjVwA==,uk,15,game 3,63.63,,,,22.50,,
2022-07-01,ytNOQh7e6qNGQNC0T3RBxw==,ru,26,game 3,14.13,14.13,,,,,
2022-07-01,Z7/6qvk8WKH3uR6IMYlCxw==,uk,30,game 3,25.20,,,25.20,10.77,,2022-07-01
2022-07-01,ZgTMXDOYCQOiAw4VI8H7AA==,uk,25,game 3,21.63,,,,7.08,,
2022-07-01,ZmjMhgyYl6o8iFq964FEWg==,ru,17,game 3,18.75,,,,,-49.83,
2022-07-01,zmZPan/KZoyrIR2r/SvLdA==,ru,15,game 3,70.89,,70.89,,,,
2022-07-01,zSepnWFgLH0tQb1s4mxKZQ==,uk,24,game 3,14.4,,,,,-11.16,
2022-07-01,ZU1vF9G4TjB+iEZ001MU3g==,ru,29,game 3,22.2,,,,4.98,,
2022-07-01,ZxxZ87IcpgSh4lQ/VSIjnA==,uk,22,game 3,71.58,,,71.58,,-0.39,2022-07-01
2022-08-01,"06RPvlsFPCmM9ag+iSM/Ag==",ru,34,game 3,18.9,,,,,-6.33,
2022-08-01,"0A5RkQrm+GBgG7KSFk/xhw==",uk,31,game 3,40.83,,,,,-11.94,
2022-08-01,"1BBMagZRq/39AV1l2rm4Iw==",ru,23,game 3,89.04,89.04,,,,,
2022-08-01,"1dvc3uv3gFy83YY5oJeFkQ==",uk,17,game 3,45.93,45.93,,45.93,,,2022-08-01
2022-08-01,"1jx1AjqUwE9sbCyafQnUNQ==",ru,25,game 3,21.18,,,,4.89,,
2022-08-01,"2FYEYdoJMUOtbJ6TruruWA==",ru,20,game 3,14.19,,,14.19,,-10.65,2022-08-01
2022-08-01,"2onLVyXEEj2aH+D4N9ldYQ==",uk,16,game 3,50.04,50.04,,50.04,,,2022-08-01
2022-08-01,"3iITAz/ADjFv3PDTgTjxSg==",ru,16,game 3,97.08,,,,46.50,,
2022-08-01,"3KHhqZr7/1n2+bTP13WuXA==",uk,16,game 3,20.19,,20.19,,,,
2022-08-01,"3rCdNEPkh3vwmYB0BVadEw==",ru,27,game 3,17.34,,,17.34,,-4.53,2022-08-01
2022-08-01,"3Whh6FLR1MSfsuHKVdCEYQ==",uk,21,game 3,17.16,,,,1.38,,
2022-08-01,"3Xuq0acIoGEgw19qflIoog==",uk,25,game 3,19.86,,,,,-21.87,
2022-08-01,"4b7l8C489HEJirtoe7xtFg==",uk,20,game 3,16.56,,,,,-72.72,
2022-08-01,"4btLP2zvi8eBV0t08fdkKQ==",ru,20,game 3,47.91,,,,7.20,,
2022-08-01,"4oH5e29koOH9zNYW8Kwcsg==",uk,28,game 3,12.51,,,12.51,,-5.55,2022-08-01
2022-08-01,"4pssft0TgDfiQexjbe25lw==",ru,26,game 3,59.40,,,59.40,44.97,,2022-08-01
2022-08-01,"5n2VR2SS79K3vJ0/V2A8RQ==",ru,27,game 3,47.13,47.13,,,,,
2022-08-01,"6We7zBO7mVbNxGEl/xPKVg==",uk,19,game 3,21.87,,,,,-96.96,
2022-08-01,"72brUr/DKItStlTen5pHYg==",uk,24,game 3,30.63,,,,,-6.48,
2022-08-01,"787jk0VnxM8/sv/0TkvO6A==",uk,20,game 3,76.29,,,,54.81,,
2022-08-01,"7BqUeLmbiug63XrWs2+ZQQ==",ru,15,game 3,32.94,,,,,-28.47,
2022-08-01,"7EPlnA7OQ9MhMx+od6FA9g==",ru,23,game 3,48.18,,48.18,48.18,,,2022-08-01
2022-08-01,"7ew71UmoMb73L41PM/YL/w==",uk,17,game 3,40.74,,,,0.51,,
2022-08-01,"7GCGwypiXsxGxetp6/KmnA==",uk,31,game 3,30.21,30.21,,,,,
2022-08-01,"7GE5h/3N3lcro3K9T3aujw==",ru,32,game 3,104.70,,,,15.66,,
2022-08-01,"7SeM1pmnTTTXfhI+x3ldng==",ru,22,game 3,55.56,,,,,-26.76,
2022-08-01,"7vnYIRqjBNlAyBbtPg02tQ==",uk,21,game 3,82.08,,,,50.49,,
2022-08-01,"7zai/c69uF/NhB95HgKuYw==",uk,16,game 3,75.15,,,,12.90,,
2022-08-01,"7zbxKst2yi3pfdVI8iEChw==",ru,15,game 3,18.3,,18.3,18.3,,,2022-08-01
2022-08-01,"8ncYOMYXeKDelzX40EnuLA==",uk,19,game 3,158.76,,,,71.82,,
2022-08-01,"9IWUQ1iWPfYSSN2tWuVqMQ==",ru,24,game 3,46.29,,,,,-74.46,
2022-08-01,A1qVjssGQ+ZUWZu3Z5DzTA==,uk,24,game 3,15.21,,,,,-49.23,
